mVV,mRecoil,mRCmin,mRCmax,mRCLSP,mLSPmax,mRCmin(40),mRCmax(40),mRCmin(80),mRCmax(80),mRCmin(110),mRCmax(110)
88.3657,89.7593,63.7915,95.1835,88.497,35.5984,-1,-1,-1,-1,-1,-1
90.0996,91.7165,69.3372,106.309,98.5231,40.6507,95.2668,101.158,-1,-1,-1,-1
89.6561,91.4539,72.8908,114.684,105.978,44.7096,95.2967,112.175,-1,-1,-1,-1
93.8649,90.5578,76.7362,119.901,110.361,45.2461,98.736,117.115,-1,-1,-1,-1
89.195,89.348,72.3173,108.234,100.48,40.2991,98.3766,102.306,-1,-1,-1,-1
90.0913,89.4144,72.4516,109.152,101.17,40.6657,97.8833,103.837,-1,-1,-1,-1
91.6233,91.3827,75.9378,117.404,108.508,44.7103,97.8989,114.743,-1,-1,-1,-1
81.0395,91.506,68.9146,107.162,99.9904,43.5207,91.5542,105.004,-1,-1,-1,-1
88.0841,91.71,74.1652,111.963,104.149,42.7837,96.7937,108.923,-1,-1,-1,-1
91.9947,89.8022,45.928,70.3468,64.9764,26.3232,-1,-1,-1,-1,-1,-1
89.3836,90.8194,68.5246,103.767,96.3001,39.272,-1,-1,-1,-1,-1,-1
102.488,92.6432,34.9128,59.9164,54.2243,23.148,-1,-1,-1,-1,-1,-1
89.1819,91.7727,77.2,117.522,109.107,44.9386,98.468,115.211,-1,-1,-1,-1
94.856,90.1624,65.0785,102.207,93.8971,38.4179,-1,-1,-1,-1,-1,-1
88.3872,92.0693,59.7672,90.7155,84.3329,34.8181,-1,-1,-1,-1,-1,-1
91.4139,89.9588,71.784,109.609,101.349,41.0854,96.9547,104.723,-1,-1,-1,-1
93.0285,88.2353,36.6827,55.9567,51.5924,20.5764,-1,-1,-1,-1,-1,-1
92.4245,91.6802,50.1174,78.1216,72.0968,29.8427,-1,-1,-1,-1,-1,-1
94.7156,89.5477,76.6509,119.602,109.92,44.6357,99.0944,116.449,-1,-1,-1,-1
91.1591,89.9229,64.3439,98.0402,90.694,36.7341,-1,-1,-1,-1,-1,-1
90.6344,89.9621,50.3668,76.474,70.8115,28.6658,-1,-1,-1,-1,-1,-1
91.4872,94.2238,63.4076,100.101,92.5428,39.2996,-1,-1,-1,-1,-1,-1
91.8589,91.4613,53.225,82.4663,76.187,31.4271,-1,-1,-1,-1,-1,-1
91.5176,70.9196,81.5758,110.405,102.441,32.7454,-1,-1,-1,-1,-1,-1
91.3857,85.5151,34.6737,51.9551,47.969,18.7144,-1,-1,-1,-1,-1,-1
90.1719,89.9827,75.3802,114.09,105.731,42.7756,98.2339,110.674,-1,-1,-1,-1
90.1602,91.8583,31.936,49.1249,45.5126,18.8381,-1,-1,-1,-1,-1,-1
93.0713,92.0577,72.1422,113.65,104.725,43.6688,95.464,110.487,-1,-1,-1,-1
90.9176,93.465,62.4951,97.6744,90.3896,38.0508,-1,-1,-1,-1,-1,-1
87.6262,90.5651,77.9238,116.324,108.293,43.8954,99.3232,113.738,-1,-1,-1,-1
99.0474,97.255,10.6069,18.5188,16.8611,7.52147,-1,-1,-1,-1,-1,-1
93.6367,92.5015,62.5599,99.1026,91.2498,38.1969,-1,-1,-1,-1,-1,-1
92.295,91.5595,70.4171,109.552,101.128,41.7942,95.1809,105.361,-1,-1,-1,-1
91.3039,91.3087,73.9836,114.016,105.443,43.3778,96.8544,110.871,-1,-1,-1,-1
89.3035,114.063,61.2137,115.504,107.197,54.9371,82.6655,115.38,-1,-1,-1,-1
97.164,89.5305,74.926,119.228,109.069,44.5129,98.1209,115.765,-1,-1,-1,-1
90.8067,92.4189,51.3134,79.447,73.5408,30.5933,-1,-1,-1,-1,-1,-1
91.6977,80.8656,73.0441,104.993,97.1262,35.4124,-1,-1,-1,-1,-1,-1
79.5491,92.6123,56.9044,93.677,87.1389,40.0297,86.5148,87.7314,-1,-1,-1,-1
90.6561,85.2188,65.6663,96.5347,89.3989,34.3024,-1,-1,-1,-1,-1,-1
91.9112,91.1054,46.8318,72.3925,66.8742,27.4812,-1,-1,-1,-1,-1,-1
93.8441,92.6153,70.6621,112.23,103.296,43.3099,94.5353,108.866,-1,-1,-1,-1
89.476,91.9793,71.538,109.302,101.422,41.8896,95.4874,105.572,-1,-1,-1,-1
90.7965,93.5344,32.7035,51.0671,47.2717,19.9022,-1,-1,-1,-1,-1,-1
90.121,90.9747,71.7181,109.317,101.314,41.4461,96.2063,105.062,-1,-1,-1,-1
88.3188,87.5972,75.2665,112.435,104.323,41.5919,98.9822,108.209,-1,-1,-1,-1
76.9407,91.106,75.7071,106.039,100.443,40.2534,98.8016,101.858,-1,-1,-1,-1
95.2229,98.5116,43.1807,73.2717,67.2472,30.1005,-1,-1,-1,-1,-1,-1
83.4626,94.6528,58.2734,86.9443,81.5176,34.2897,-1,-1,-1,-1,-1,-1
90.6005,90.7165,69.4117,105.976,98.1309,40.0658,97.1631,99.0361,-1,-1,-1,-1
108.336,91.8902,64.8661,117.374,104.982,45.0459,91.6071,113.104,-1,-1,-1,-1
92.3479,91.6045,77.0135,119.905,110.674,45.7663,98.4992,117.5,-1,-1,-1,-1
89.9357,101.249,29.9394,49.5264,45.9177,20.8936,-1,-1,-1,-1,-1,-1
92.8631,89.6734,71.8701,112.859,103.823,42.7544,95.9912,109.033,-1,-1,-1,-1
90.2546,93.7207,76.1507,118.584,109.879,46.3072,97.2014,116.662,-1,-1,-1,-1
95.966,81.4233,9.63753,14.2803,13.1135,4.85369,-1,-1,-1,-1,-1,-1
93.2555,91.3018,62.6437,98.0147,90.3131,37.2948,-1,-1,-1,-1,-1,-1
89.4114,92.0923,45.7408,70.599,65.4402,27.2859,-1,-1,-1,-1,-1,-1
90.7256,93.1421,62.0515,96.5464,89.3837,37.4716,-1,-1,-1,-1,-1,-1
97.1899,93.3273,70.071,115.231,105.371,44.8212,93.8419,112.169,-1,-1,-1,-1
92.197,98.1783,69.2781,113.801,105.066,46.5603,91.5815,112.048,-1,-1,-1,-1
88.3124,90.4535,19.929,29.8677,27.7723,11.2568,-1,-1,-1,-1,-1,-1
89.3498,89.5742,75.5626,113.408,105.251,42.3366,98.5595,109.804,-1,-1,-1,-1
90.9816,93.1206,76.4944,119.236,110.336,46.2639,97.6336,117.197,-1,-1,-1,-1
94.5718,93.6385,45.5115,73.3464,67.4124,28.6171,-1,-1,-1,-1,-1,-1
85.5342,91.912,69.0601,103.445,96.5536,39.8922,-1,-1,-1,-1,-1,-1
84.6537,91.6087,35.0479,52.6755,49.1735,20.4378,-1,-1,-1,-1,-1,-1
90.2737,92.099,68.8169,105.886,98.1076,40.6399,94.8746,100.726,-1,-1,-1,-1
92.1256,90.2953,77.692,119.81,110.605,45.1475,99.3307,117.149,-1,-1,-1,-1
89.9239,92.8732,70.9853,109.548,101.568,42.3919,94.6916,106.166,-1,-1,-1,-1
92.9773,91.0841,64.3978,100.345,92.5123,38.084,-1,-1,-1,-1,-1,-1
90.9693,94.5173,67.3131,106.076,98.1603,41.7749,92.3121,102.27,-1,-1,-1,-1
96.1737,90.4013,39.6982,63.0933,57.823,23.7727,-1,-1,-1,-1,-1,-1
89.132,91.3957,44.6545,67.7686,62.9217,25.8077,-1,-1,-1,-1,-1,-1
88.3577,96.0978,73.3768,114.754,106.687,45.9653,94.6324,113.064,-1,-1,-1,-1
93.0169,90.9191,66.2694,103.161,95.1017,39.0821,-1,-1,-1,-1,-1,-1
89.2001,90.737,36.0074,54.4209,50.5214,20.5764,-1,-1,-1,-1,-1,-1
93.5142,91.5472,20.2612,31.819,29.3054,12.1376,-1,-1,-1,-1,-1,-1
92.3664,91.0607,77.1534,119.637,110.424,45.3933,98.7754,117.086,-1,-1,-1,-1
92.3664,92.1077,75.665,118.286,109.175,45.396,97.4881,115.814,-1,-1,-1,-1
93.0252,85.1239,51.0845,76.1947,70.2764,27.0396,-1,-1,-1,-1,-1,-1
92.7468,91.217,75.1018,116.937,107.855,44.4454,97.4996,114.055,-1,-1,-1,-1
85.1537,91.4613,79.6473,117.631,109.978,44.8277,99.9817,115.649,-1,-1,-1,-1
92.0523,91.9405,53.0091,82.5618,76.2471,31.6293,-1,-1,-1,-1,-1,-1
90.01,90.9844,66.3736,102.097,94.5274,38.9982,-1,-1,-1,-1,-1,-1
91.229,89.6231,29.9449,45.5496,42.1316,17.0099,-1,-1,-1,-1,-1,-1
92.4043,90.9708,58.039,89.9612,83.0276,34.1,-1,-1,-1,-1,-1,-1
84.3868,89.8927,64.6339,94.0099,88.007,35.2117,-1,-1,-1,-1,-1,-1
87.7208,94.3218,68.9892,105.903,98.5719,41.6314,93.2183,102.357,-1,-1,-1,-1
90.1556,91.0827,70.355,107.323,99.4633,40.7305,95.9938,102.241,-1,-1,-1,-1
90.4446,91.5109,76.5475,117.391,108.738,44.7653,98.193,114.883,-1,-1,-1,-1
90.5723,91.3703,61.1185,93.719,86.7891,35.6797,-1,-1,-1,-1,-1,-1
91.2191,90.6945,38.4374,58.9298,54.5071,22.2698,-1,-1,-1,-1,-1,-1
85.1751,93.5491,23.1063,37.5879,34.8314,15.5183,-1,-1,-1,-1,-1,-1
81.5693,93.5684,75.9682,111.109,104.495,43.318,96.8867,109.08,-1,-1,-1,-1
91.163,91.9471,73.469,113.65,105.132,43.5409,96.2913,110.643,-1,-1,-1,-1
90.338,95.0685,71.3222,112.321,104.061,44.4927,93.8167,109.984,-1,-1,-1,-1
89.0751,92.658,73.1017,111.922,103.928,43.2116,95.7898,109.05,-1,-1,-1,-1
90.4308,91.7364,68.6788,105.505,97.7269,40.3323,95.4622,99.6728,-1,-1,-1,-1
100.177,90.7227,20.6908,34.1122,31.0227,12.9048,-1,-1,-1,-1,-1,-1
87.4915,92.9007,73.4887,113.459,105.429,44.5177,95.3675,111.229,-1,-1,-1,-1
90.3976,89.8837,29.2864,44.3656,41.0984,16.6156,-1,-1,-1,-1,-1,-1
89.5224,91.6944,74.5075,114.682,106.288,44.1133,96.6899,112.042,-1,-1,-1,-1
68.4089,90.2603,59.7082,84.1727,80.1919,33.7501,-1,-1,-1,-1,-1,-1
90.663,91.5453,72.8559,111.979,103.677,42.7245,96.193,108.6,-1,-1,-1,-1
90.6009,90.9726,78.3982,119.888,111.017,45.4442,99.5362,117.524,-1,-1,-1,-1
91.9517,90.8139,39.1292,60.3707,55.7647,22.844,-1,-1,-1,-1,-1,-1
91.4822,93.8151,67.896,106.833,98.7671,41.7605,92.9186,102.899,-1,-1,-1,-1
90.56,92.3509,51.1194,78.9577,73.121,30.3826,-1,-1,-1,-1,-1,-1
90.5294,91.9436,66.0296,101.651,94.1425,38.9429,-1,-1,-1,-1,-1,-1
89.9986,93.4488,75.6721,117.36,108.796,45.6965,96.9725,115.296,-1,-1,-1,-1
96.0754,90.6141,51.3124,81.6314,74.8246,30.8286,-1,-1,-1,-1,-1,-1
90.4294,91.9854,68.7129,105.736,97.9434,40.5258,95.0374,100.345,-1,-1,-1,-1
91.1194,92.0374,37.81,58.5092,54.1284,22.4377,-1,-1,-1,-1,-1,-1
93.1562,103.176,67.2261,116.885,107.72,50.2485,88.99,115.924,-1,-1,-1,-1
93.3345,89.2502,76.5299,117.899,108.634,43.8501,99.1494,114.57,-1,-1,-1,-1
91.7052,88.4162,29.9008,45.2403,41.8115,16.6681,-1,-1,-1,-1,-1,-1
87.9351,95.9774,74.0152,115.202,107.191,46.0701,95.0676,113.565,-1,-1,-1,-1
90.5081,100.534,64.0006,105.736,97.9294,44.2923,87.8148,103.66,-1,-1,-1,-1
90.3798,99.2887,71.6093,116.867,108.264,48.3483,92.6987,115.646,-1,-1,-1,-1
91.1377,81.414,82.8759,119.231,110.377,40.5083,107.527,112.794,-1,-1,-1,-1
89.1227,100.558,52.4436,85.5973,79.4768,35.8644,-1,-1,-1,-1,-1,-1
93.3916,91.172,63.9977,100.112,92.2256,38.0326,-1,-1,-1,-1,-1,-1
92.5262,93.8953,28.7694,45.9331,42.3557,18.0354,-1,-1,-1,-1,-1,-1
92.4881,94.2757,61.1584,97.384,89.8621,38.2554,-1,-1,-1,-1,-1,-1
92.1768,89.2937,51.6688,78.9469,72.8973,29.3749,-1,-1,-1,-1,-1,-1
89.7332,90.1447,12.5515,18.9582,17.5835,7.12075,-1,-1,-1,-1,-1,-1
92.6846,92.6389,73.7922,116.135,107.126,44.8281,96.1824,113.497,-1,-1,-1,-1
93.1931,90.5389,58.7614,91.327,84.1659,34.4548,-1,-1,-1,-1,-1,-1
87.9002,90.8066,39.5827,59.3244,55.1995,22.4535,-1,-1,-1,-1,-1,-1
95.4557,91.3132,37.4047,59.5709,54.6624,22.6733,-1,-1,-1,-1,-1,-1
92.3856,91.4551,72.0649,112.103,103.466,42.7188,95.8435,108.511,-1,-1,-1,-1
91.4777,92.3584,61.4612,95.6056,88.3884,36.7916,-1,-1,-1,-1,-1,-1
91.5821,90.8331,46.489,71.5375,66.1247,27.075,-1,-1,-1,-1,-1,-1
91.2771,91.0473,43.187,66.4116,61.4211,25.1942,-1,-1,-1,-1,-1,-1
90.7508,90.6606,68.0249,103.915,96.1981,39.2582,-1,-1,-1,-1,-1,-1
90.3294,90.5575,78.8494,119.973,111.152,45.2687,99.9563,117.557,-1,-1,-1,-1
90.543,92.7253,77.0233,119.293,110.478,46.0898,98.0823,117.226,-1,-1,-1,-1
105.512,89.9697,55.0952,94.7668,85.2965,35.6003,-1,-1,-1,-1,-1,-1
87.6572,91.543,77.679,117.284,109.123,44.8886,98.7,115.083,-1,-1,-1,-1
90.8146,92.0884,24.2705,37.4848,34.6978,14.383,-1,-1,-1,-1,-1,-1
90.6485,92.2738,61.6898,95.3688,88.2961,36.6879,-1,-1,-1,-1,-1,-1
89.7926,90.0474,75.2734,113.673,105.417,42.6497,98.1582,110.238,-1,-1,-1,-1
91.4447,90.9537,60.9779,93.8217,86.7447,35.556,-1,-1,-1,-1,-1,-1
90.0857,90.7032,69.4031,105.525,97.809,39.881,-1,-1,-1,-1,-1,-1
86.2838,92.0029,44.4621,66.4159,61.9753,25.4602,-1,-1,-1,-1,-1,-1
89.4328,92.5681,58.2679,89.3864,82.9486,34.4764,-1,-1,-1,-1,-1,-1
88.932,91.5448,55.6636,84.4436,78.4324,32.2099,-1,-1,-1,-1,-1,-1
87.7781,91.3286,28.1037,42.2203,39.2952,16.0663,-1,-1,-1,-1,-1,-1
85.2812,90.1093,81.5125,119.415,111.622,44.837,101.637,117.338,-1,-1,-1,-1
94.6564,87.4773,74.1742,113.851,104.67,41.5185,99.1584,108.773,-1,-1,-1,-1
92.0868,93.3686,60.3744,95.1385,87.8544,37.0179,-1,-1,-1,-1,-1,-1
87.2983,111.967,27.3111,49.0004,45.6439,22.8602,-1,-1,-1,-1,-1,-1
91.2045,90.1376,75.4272,115.147,106.51,43.2467,98.1596,111.861,-1,-1,-1,-1
90.8063,85.7562,29.6713,43.7959,40.5491,15.6525,-1,-1,-1,-1,-1,-1
88.8005,92.0869,60.2427,91.6623,85.1572,35.1704,-1,-1,-1,-1,-1,-1
89.8809,90.9224,10.7576,16.3567,15.1667,6.19664,-1,-1,-1,-1,-1,-1
95.9918,90.1185,70.5072,111.746,102.437,42.0003,95.8296,107.122,-1,-1,-1,-1
91.5402,91.2533,51.0816,78.8291,72.87,29.9726,-1,-1,-1,-1,-1,-1
95.0014,91.949,67.4416,107.669,98.8687,41.2856,93.8,102.677,-1,-1,-1,-1
90.5405,94.3516,50.0629,78.5198,72.7183,30.8692,-1,-1,-1,-1,-1,-1
91.2803,91.2337,60.6495,94.0848,86.9362,35.9547,-1,-1,-1,-1,-1,-1
90.1397,90.0175,37.5383,56.8159,52.6565,21.3101,-1,-1,-1,-1,-1,-1
87.9361,90.2353,11.5743,17.3248,16.1144,6.52925,-1,-1,-1,-1,-1,-1
92.2498,90.8702,48.1011,74.4125,68.6971,28.1749,-1,-1,-1,-1,-1,-1
90.898,93.7738,74.3339,116.385,107.715,45.4744,96.0599,114.2,-1,-1,-1,-1
90.9056,90.9636,77.6362,119.023,110.15,45.1231,99.0635,116.535,-1,-1,-1,-1
90.742,92.5077,38.5547,59.704,55.2721,23.0128,-1,-1,-1,-1,-1,-1
91.8169,97.3978,66.6843,108.4,100.153,43.9912,90.4261,105.896,-1,-1,-1,-1
90.4404,93.6643,71.2509,111.267,103.043,43.4791,94.3211,108.436,-1,-1,-1,-1
92.8467,92.8422,69.9146,110.354,101.762,42.6896,94.1259,106.801,-1,-1,-1,-1
98.5224,91.3541,71.9256,118.253,107.801,45.1928,95.5423,115.017,-1,-1,-1,-1
89.8867,94.0236,70.5543,109.813,101.821,43.021,93.8827,106.861,-1,-1,-1,-1
90.1155,91.1524,28.7127,44.0682,40.8142,16.8109,-1,-1,-1,-1,-1,-1
91.0066,93.8033,71.5629,112.168,103.791,43.8406,94.4678,109.44,-1,-1,-1,-1
91.2307,91.3559,51.1439,78.8084,72.8918,29.9998,-1,-1,-1,-1,-1,-1
90.6477,93.5731,62.8573,98.0695,90.8054,38.2361,-1,-1,-1,-1,-1,-1
90.3562,92.1098,56.9946,87.7375,81.2821,33.6728,-1,-1,-1,-1,-1,-1
88.4117,103.878,70.0315,117.408,109.121,50.9075,90.4827,116.81,-1,-1,-1,-1
91.6538,91.3978,58.2261,90.0556,83.2273,34.3022,-1,-1,-1,-1,-1,-1
96.085,90.6141,73.5553,118.641,108.564,45.1997,96.5687,115.588,-1,-1,-1,-1
91.1825,91.4901,68.1228,105.032,97.156,40.039,96.4118,97.8626,-1,-1,-1,-1
88.4014,90.0939,79.1192,118.357,110.035,44.4301,100.237,115.845,-1,-1,-1,-1
92.0436,90.5872,29.7529,45.8627,42.3558,17.3119,-1,-1,-1,-1,-1,-1
90.2444,91.8185,36.4251,55.9038,51.8013,21.3876,-1,-1,-1,-1,-1,-1
88.471,89.9127,36.0004,53.8121,50.0226,20.16,-1,-1,-1,-1,-1,-1
91.6515,93.0709,76.3981,119.775,110.685,46.4776,97.5941,117.718,-1,-1,-1,-1
91.9584,90.2298,76.8675,118.081,109.072,44.3947,98.91,115.189,-1,-1,-1,-1
91.3732,90.3306,25.2934,38.7475,35.8261,14.5928,-1,-1,-1,-1,-1,-1
91.1774,91.6509,67.5213,104.227,96.4124,39.8021,-1,-1,-1,-1,-1,-1
90.1121,90.924,64.6096,98.4135,91.2133,37.2843,-1,-1,-1,-1,-1,-1
123.091,90.0024,51.9299,112.062,97.1078,42.457,87.0307,104.309,-1,-1,-1,-1
91.3983,94.4402,41.5122,65.6018,60.6588,25.8148,-1,-1,-1,-1,-1,-1
91.9779,94.1885,75.6359,119.846,110.695,47.0338,96.7909,117.958,-1,-1,-1,-1
91.833,97.9773,45.5952,74.5044,68.8346,30.4156,-1,-1,-1,-1,-1,-1
89.5485,88.7921,59.878,89.4768,83.0156,33.1036,-1,-1,-1,-1,-1,-1
90.1865,92.4302,76.9336,118.566,109.877,45.6629,98.1077,116.406,-1,-1,-1,-1
92.8753,92.6937,34.738,54.7883,50.5182,21.1623,-1,-1,-1,-1,-1,-1
93.7775,87.5141,75.9431,115.854,106.68,42.2595,99.7997,111.487,-1,-1,-1,-1
103.277,89.9347,61.5382,103.577,93.6417,38.8735,-1,-1,-1,-1,-1,-1
92.1003,89.5419,77.7336,118.925,109.826,44.3724,99.6976,115.957,-1,-1,-1,-1
92.9084,101.901,59.4314,101.756,93.8224,43.2054,85.1429,99.1088,-1,-1,-1,-1
91.8674,95.3197,42.4019,68.0695,62.8529,27.116,-1,-1,-1,-1,-1,-1
91.256,90.1709,71.8532,109.759,101.516,41.2383,96.7874,105.082,-1,-1,-1,-1
93.7529,91.4071,21.2679,33.4256,30.7714,12.7312,-1,-1,-1,-1,-1,-1
91.564,95.851,74.954,119.991,110.915,47.922,95.8612,118.415,-1,-1,-1,-1
88.1572,91.9498,27.0209,41.8341,38.8038,16.3049,-1,-1,-1,-1,-1,-1
87.1449,89.9875,80.2716,118.966,110.846,44.6059,100.954,116.63,-1,-1,-1,-1
90.8628,90.0451,76.6554,116.656,107.973,43.7708,98.8557,113.632,-1,-1,-1,-1
90.326,88.7684,60.8395,91.3907,84.673,33.8032,-1,-1,-1,-1,-1,-1
92.9055,89.8319,66.8023,103.209,95.1503,38.681,-1,-1,-1,-1,-1,-1
99.2018,91.9443,71.4743,118.141,107.626,45.2806,95.181,114.919,-1,-1,-1,-1
99.8564,86.2451,75.7722,119.805,109.119,43.122,100.194,115.135,-1,-1,-1,-1
94.7767,92.5666,29.2346,46.7756,42.9749,18.0427,-1,-1,-1,-1,-1,-1
91.5608,91.7265,13.4743,20.8704,19.2922,7.97654,-1,-1,-1,-1,-1,-1
91.3678,89.8448,78.5386,119.783,110.765,44.8427,100.047,117.076,-1,-1,-1,-1
92.6562,87.908,67.9747,103.165,95.1854,37.795,-1,-1,-1,-1,-1,-1
89.9745,91.6417,49.6232,76.0151,70.4591,29.056,-1,-1,-1,-1,-1,-1
83.4544,92.764,49.9452,80.7693,74.9668,33.4147,-1,-1,-1,-1,-1,-1
103.486,88.5213,71.9316,119.66,108.175,44.2213,96.9372,115.308,-1,-1,-1,-1
102.13,91.5929,39.9086,69.0216,62.3648,26.6651,-1,-1,-1,-1,-1,-1
92.3309,94.4612,44.3776,70.6779,65.2382,27.8182,-1,-1,-1,-1,-1,-1
85.2782,90.7656,78.2509,115.13,107.617,43.5411,99.3901,112.662,-1,-1,-1,-1
86.0563,90.8466,72.641,107.491,100.343,40.6886,97.1525,102.897,-1,-1,-1,-1
90.2164,91.4086,31.6283,48.3858,44.8371,18.4289,-1,-1,-1,-1,-1,-1
92.0861,90.1505,69.0423,106.098,97.9806,39.8546,-1,-1,-1,-1,-1,-1
91.0369,90.6897,62.4621,95.6259,88.4795,36.1345,-1,-1,-1,-1,-1,-1
91.1578,93.4886,21.6246,33.8503,31.3137,13.1859,-1,-1,-1,-1,-1,-1
93.1331,92.2442,74.9563,118.016,108.769,45.3599,97.0256,115.466,-1,-1,-1,-1
93.3612,89.8692,58.5468,90.6401,83.5098,33.9442,-1,-1,-1,-1,-1,-1
101.038,94.3414,61.6172,106.058,96.2388,41.7065,89.8199,100.883,-1,-1,-1,-1
93.2238,93.5718,49.0934,78.1896,72.05,30.4848,-1,-1,-1,-1,-1,-1
90.0241,91.1763,26.5971,40.5608,37.5994,15.4091,-1,-1,-1,-1,-1,-1
88.1228,97.9923,30.7454,48.6956,45.2944,19.8825,-1,-1,-1,-1,-1,-1
95.3601,91.4015,57.5909,91.6861,84.1494,34.9227,-1,-1,-1,-1,-1,-1
90.8092,85.4991,44.3759,65.3885,60.542,23.3001,-1,-1,-1,-1,-1,-1
88.767,90.8013,77.9441,118.2,109.734,44.9327,99.1188,115.849,-1,-1,-1,-1
91.7953,91.467,75.2963,116.638,107.766,44.4591,97.4944,113.88,-1,-1,-1,-1
90.7124,92.0774,75.0334,115.953,107.333,44.5317,97.0568,113.378,-1,-1,-1,-1
91.3142,89.2213,31.7335,48.159,44.5388,17.9041,-1,-1,-1,-1,-1,-1
90.8508,89.9856,77.0725,117.226,108.503,43.9529,99.1174,114.271,-1,-1,-1,-1
92.679,93.4159,62.9445,99.6781,91.9462,38.798,-1,-1,-1,-1,-1,-1
91.3886,78.3872,21.3375,30.1432,27.9135,9.85963,-1,-1,-1,-1,-1,-1
85.747,90.9026,80.9321,119.556,111.665,45.2831,101.021,117.609,-1,-1,-1,-1
113.34,89.815,62.0852,116.082,102.814,43.6569,91.3108,110.418,-1,-1,-1,-1
91.7207,91.9205,38.6228,60.0095,55.4521,22.9893,-1,-1,-1,-1,-1,-1
107.784,91.7285,64.0917,115.087,103.055,44.0913,91.4026,110.446,-1,-1,-1,-1
88.5216,91.3318,68.6836,103.733,96.4196,39.4777,-1,-1,-1,-1,-1,-1
89.389,91.541,28.2727,43.0421,39.9442,16.4203,-1,-1,-1,-1,-1,-1
90.7356,91.3624,71.3591,109.548,101.418,41.7026,95.7576,105.468,-1,-1,-1,-1
89.0485,91.1463,73.3824,111.098,103.168,42.1925,96.7301,107.565,-1,-1,-1,-1
93.203,89.6249,53.7588,83.0522,76.5329,31.0396,-1,-1,-1,-1,-1,-1
90.1124,93.2058,57.4853,89.0659,82.5495,34.5894,-1,-1,-1,-1,-1,-1
92.0933,104.688,45.6414,79.7255,73.6225,34.7761,-1,-1,-1,-1,-1,-1
91.7091,114.506,61.3688,119.956,110.853,57.2317,82.8273,119.856,-1,-1,-1,-1
89.8315,92.3894,42.9704,66.0269,61.2277,25.418,-1,-1,-1,-1,-1,-1
89.3701,93.3567,57.1214,88.1429,81.7998,34.2969,-1,-1,-1,-1,-1,-1
90.8759,89.2058,46.2099,70.5504,65.2212,26.4093,-1,-1,-1,-1,-1,-1
93.2776,91.4972,66.5746,104.318,96.1193,39.7711,-1,-1,-1,-1,-1,-1
90.7782,66.0881,77.879,103.112,95.8111,28.8304,-1,-1,-1,-1,-1,-1
91.5964,89.5158,75.7447,115.434,106.701,43.0566,98.6266,111.96,-1,-1,-1,-1
90.535,103.54,27.3656,46.5159,43.0794,20.0677,-1,-1,-1,-1,-1,-1
96.884,91.4019,74.1765,119.609,109.456,45.5685,96.9304,116.674,-1,-1,-1,-1
96.6852,89.5336,45.5505,72.1735,66.0872,26.9367,-1,-1,-1,-1,-1,-1
92.3658,91.8872,72.1884,112.687,104.004,43.1518,95.6571,109.358,-1,-1,-1,-1
94.6271,91.0356,68.0816,107.787,99.0256,40.9815,94.6943,102.402,-1,-1,-1,-1
91.3791,83.1228,78.2188,114.076,105.517,39.5983,-1,-1,-1,-1,-1,-1
92.2191,91.8625,27.2341,42.4439,39.1857,16.2459,-1,-1,-1,-1,-1,-1
88.1199,89.2983,22.3234,33.1503,30.8346,12.3349,-1,-1,-1,-1,-1,-1
92.0864,89.542,65.3111,99.9095,92.2678,37.2775,-1,-1,-1,-1,-1,-1
89.2479,92.2078,28.1239,42.9697,39.8884,16.5089,-1,-1,-1,-1,-1,-1
91.6861,96.3746,39.7936,64.0502,59.1922,25.72,-1,-1,-1,-1,-1,-1
94.8245,89.7703,75.4237,117.997,108.42,44.1463,98.3054,114.665,-1,-1,-1,-1
96.0456,94.4914,67.7953,111.495,102.18,43.8981,92.1945,108.294,-1,-1,-1,-1
95.3333,88.3352,77.128,119.77,109.963,44.1018,99.894,116.253,-1,-1,-1,-1
95.1603,91.1172,63.1294,100.105,91.913,38.0108,-1,-1,-1,-1,-1,-1
85.1806,90.003,74.2937,112.554,104.777,43.4389,96.4283,109.927,-1,-1,-1,-1
98.0504,94.013,71.1373,118.756,108.394,46.5567,94.1714,116.169,-1,-1,-1,-1
89.6221,103.171,59.4505,99.8208,92.5998,42.9107,84.7069,97.4245,-1,-1,-1,-1
93.9842,90.6335,76.2128,119.265,109.75,45.0434,98.3948,116.408,-1,-1,-1,-1
91.7374,91.04,74.8603,115.51,106.739,43.817,97.4364,112.485,-1,-1,-1,-1
92.7448,90.878,70.7446,109.862,101.331,41.6015,95.7421,105.394,-1,-1,-1,-1
91.4115,91.3448,70.5917,108.909,100.7,41.4534,95.4961,104.522,-1,-1,-1,-1
90.0645,88.4366,70.017,104.742,97.0895,38.5969,-1,-1,-1,-1,-1,-1
83.5247,90.9126,49.3217,72.2404,67.6751,27.5094,-1,-1,-1,-1,-1,-1
92.6365,88.62,78.2898,119.427,110.187,44.1045,100.413,116.229,-1,-1,-1,-1
91.6415,93.9294,62.1002,97.9268,90.5068,38.3258,-1,-1,-1,-1,-1,-1
89.44,93.2248,26.6196,41.0793,38.116,15.9681,-1,-1,-1,-1,-1,-1
91.7087,88.125,75.6013,114.15,105.5,41.9194,99.3926,109.85,-1,-1,-1,-1
91.0549,90.6634,67.0054,102.575,94.9062,38.7492,-1,-1,-1,-1,-1,-1
