mVV,mRecoil,mRCmin,mRCmax,mRCLSP,mLSPmax,mRCmin(40),mRCmax(40),mRCmin(80),mRCmax(80),mRCmin(110),mRCmax(110)
92.4879,93.2984,38.1385,60.2451,55.5921,23.4199,-1,-1,-1,-1,-1,-1
102.219,94.4982,32.8195,57.2608,51.8345,22.5577,-1,-1,-1,-1,-1,-1
90.1294,93.5005,75.7977,117.801,109.17,45.9158,97.0264,115.782,-1,-1,-1,-1
96.4416,91.5192,74.0332,119.037,109.026,45.402,96.7991,116.106,-1,-1,-1,-1
91.2007,77.2794,75.4271,105.732,97.9658,34.1029,-1,-1,-1,-1,-1,-1
92.8241,91.2972,74.1539,115.604,106.61,43.9781,96.9385,112.544,-1,-1,-1,-1
94.8096,85.3337,72.6289,109.863,101.002,39.1017,-1,-1,-1,-1,-1,-1
92.0341,95.6075,67.5228,110.697,101.994,44.6942,91.0463,108.263,-1,-1,-1,-1
93.9102,90.326,59.33,92.5669,85.1958,34.8422,-1,-1,-1,-1,-1,-1
90.6751,93.1635,55.6162,86.515,80.1027,33.5835,-1,-1,-1,-1,-1,-1
92.5935,90.8649,74.4793,116.691,107.526,44.4947,97.0301,113.795,-1,-1,-1,-1
88.8322,91.5827,33.4864,53.2772,49.2156,21.0351,-1,-1,-1,-1,-1,-1
90.6255,92.2355,66.3317,103.85,96.003,40.3046,93.8102,97.8971,-1,-1,-1,-1
88.403,100.759,51.6615,83.9408,78.0389,35.2409,-1,-1,-1,-1,-1,-1
90.6335,89.7515,43.374,65.7558,60.8873,24.5905,-1,-1,-1,-1,-1,-1
91.7593,87.2072,75.7739,113.705,105.085,41.3238,100.165,108.8,-1,-1,-1,-1
87.6813,92.1204,53.2394,80.3763,74.8204,30.8512,-1,-1,-1,-1,-1,-1
94.2471,90.6034,44.2427,69.3841,63.8151,26.2027,-1,-1,-1,-1,-1,-1
100.142,89.6961,71.6871,117.26,106.643,43.9109,96.2719,113.228,-1,-1,-1,-1
89.7369,119.885,49.4714,105.073,97.2909,53.0148,74.1186,104.959,-1,-1,-1,-1
92.1174,97.8543,62.3028,101.951,94.1419,41.5679,88.5988,98.0809,-1,-1,-1,-1
90.596,91.2392,77.4625,118.686,109.905,45.1202,98.8573,116.25,-1,-1,-1,-1
94.8791,89.5434,75.8434,118.487,108.862,44.2183,98.6385,115.161,-1,-1,-1,-1
91.9056,83.7254,67.5872,99.1129,91.6112,34.5962,-1,-1,-1,-1,-1,-1
93.6577,90.0729,74.3373,115.623,106.456,43.4234,97.5767,112.131,-1,-1,-1,-1
90.8928,89.1836,28.893,44.0277,40.7105,16.4538,-1,-1,-1,-1,-1,-1
91.4183,90.5173,34.8475,53.4316,49.404,20.1522,-1,-1,-1,-1,-1,-1
101.807,90.7558,36.3502,60.8381,55.1517,23.0304,-1,-1,-1,-1,-1,-1
92.4543,92.8742,40.6066,63.9091,58.9768,24.7313,-1,-1,-1,-1,-1,-1
96.2722,92.5999,67.3343,109.12,99.9675,42.1069,93.1073,104.748,-1,-1,-1,-1
91.0839,92.5917,37.4579,58.1951,53.8414,22.4516,-1,-1,-1,-1,-1,-1
93.7894,91.7156,53.6177,84.6284,77.8877,32.3741,-1,-1,-1,-1,-1,-1
87.0247,72.832,63.4046,84.9013,79.2542,25.8271,-1,-1,-1,-1,-1,-1
90.4625,93.0034,11.4003,17.6818,16.3779,6.85193,-1,-1,-1,-1,-1,-1
90.7281,103.686,50.9509,86.895,80.4469,37.5412,-1,-1,-1,-1,-1,-1
90.7736,90.85,77.3509,118.33,109.54,44.7929,98.9349,115.746,-1,-1,-1,-1
89.3671,90.5067,79.3401,119.843,111.225,45.1941,100.255,117.498,-1,-1,-1,-1
90.6587,83.4019,62.6183,90.9092,84.2123,31.6061,-1,-1,-1,-1,-1,-1
88.9955,76.2956,50.9281,71.1653,66.0201,23.0122,-1,-1,-1,-1,-1,-1
87.1542,92.5501,20.7408,31.9184,29.6705,12.495,-1,-1,-1,-1,-1,-1
92.5638,89.8069,73.9246,113.734,104.939,42.5679,97.5828,109.899,-1,-1,-1,-1
125.905,93.3346,14.6343,36.9735,31.6901,14.6172,-1,-1,-1,-1,-1,-1
95.4663,95.1978,70.8612,116.672,107.045,46.2789,93.576,114.356,-1,-1,-1,-1
75.125,89.7849,84.992,116.982,111.103,43.7633,103.578,115.451,-1,-1,-1,-1
89.4332,91.0732,49.9186,76.9037,71.2326,29.5161,-1,-1,-1,-1,-1,-1
86.1883,91.6608,36.0345,53.6652,50.0854,20.4958,-1,-1,-1,-1,-1,-1
91.7419,102.042,36.3271,61.5749,56.8987,26.18,-1,-1,-1,-1,-1,-1
89.5685,94.0247,53.021,82.3222,76.3745,32.2513,-1,-1,-1,-1,-1,-1
89.3745,94.1605,36.1508,57.5087,53.2251,22.946,-1,-1,-1,-1,-1,-1
92.0743,87.0408,77.0482,115.733,106.901,41.9821,100.663,111.344,-1,-1,-1,-1
90.6875,90.7546,60.0553,91.7485,84.9464,34.6941,-1,-1,-1,-1,-1,-1
91.2231,88.6668,68.1934,103.037,95.3058,38.0757,-1,-1,-1,-1,-1,-1
101.115,90.5578,38.96,64.7431,58.766,24.4676,-1,-1,-1,-1,-1,-1
90.9483,91.354,58.4778,90.3031,83.5235,34.4824,-1,-1,-1,-1,-1,-1
124.63,93.8952,45.2508,108.87,93.7915,42.9737,82.208,101.696,-1,-1,-1,-1
88.2694,91.1469,73.8681,114.154,105.819,44.2139,96.0708,111.606,-1,-1,-1,-1
78.2197,90.8113,76.5368,109.666,103.468,42.1961,97.7165,107.246,-1,-1,-1,-1
87.702,92.8019,79.0442,119.936,111.642,46.3763,99.2773,118.196,-1,-1,-1,-1
91.0759,95.985,66.3996,105.985,98.0568,42.3872,91.0516,102.696,-1,-1,-1,-1
92.1393,82.297,75.902,110.98,102.482,38.2596,-1,-1,-1,-1,-1,-1
90.4221,84.8727,78.9649,115.802,107.268,41.0314,103.07,110.553,-1,-1,-1,-1
90.5838,93.5175,61.7822,96.3025,89.1797,37.5249,-1,-1,-1,-1,-1,-1
91.9588,82.1467,71.8126,104.248,96.3726,35.7117,-1,-1,-1,-1,-1,-1
91.2331,95.8346,36.3799,58.0711,53.7118,23.1884,-1,-1,-1,-1,-1,-1
90.7959,103.638,34.9528,59.6221,55.1908,25.7464,-1,-1,-1,-1,-1,-1
90.8417,91.8505,73.7371,113.704,105.245,43.5159,96.4772,110.715,-1,-1,-1,-1
83.0528,91.5631,64.5656,98.5804,91.9929,39.0625,-1,-1,-1,-1,-1,-1
90.3899,89.5556,75.5129,114.119,105.717,42.5837,98.5245,110.537,-1,-1,-1,-1
85.414,90.745,18.7499,28.2879,26.3579,10.9115,-1,-1,-1,-1,-1,-1
89.1401,89.1303,75.8381,113.272,105.169,42.0665,98.9708,109.484,-1,-1,-1,-1
90.9954,91.1942,54.2346,83.3161,77.0955,31.6581,-1,-1,-1,-1,-1,-1
93.0861,92.1944,64.4366,101.375,93.4399,38.9428,-1,-1,-1,-1,-1,-1
89.0253,91.9364,15.8837,24.66,22.8474,9.58373,-1,-1,-1,-1,-1,-1
94.2458,91.5457,71.9346,113.629,104.508,43.3454,95.6703,110.151,-1,-1,-1,-1
91.1524,91.2383,46.3836,71.3625,66.0152,27.1291,-1,-1,-1,-1,-1,-1
91.7504,90.6774,64.5435,99.3289,91.7849,37.5291,-1,-1,-1,-1,-1,-1
92.0884,94.7955,73.7441,117.536,108.539,46.4244,95.395,115.546,-1,-1,-1,-1
95.3418,86.1352,77.689,118.632,108.949,42.6078,101.341,114.188,-1,-1,-1,-1
91.9066,95.6239,71.1343,113.987,105.298,45.4173,93.5258,111.816,-1,-1,-1,-1
86.3777,92.452,75.9697,116.532,108.434,45.6829,96.8884,114.694,-1,-1,-1,-1
102.557,87.5079,37.6337,61.5435,55.7476,22.4909,-1,-1,-1,-1,-1,-1
90.5313,93.7044,67.8087,105.807,97.9905,41.3107,93.121,101.586,-1,-1,-1,-1
92.1852,81.1737,71.4756,103.292,95.4625,34.9868,-1,-1,-1,-1,-1,-1
89.0434,92.3673,31.9017,48.7255,45.2481,18.753,-1,-1,-1,-1,-1,-1
120.567,92.168,15.5003,33.2505,28.9535,12.8599,-1,-1,-1,-1,-1,-1
91.0216,88.5966,73.3796,110.802,102.509,40.9541,98.4444,105.69,-1,-1,-1,-1
78.7451,95.044,71.3206,103.412,97.6873,40.9529,94.1789,100.308,-1,-1,-1,-1
94.155,92.2406,74.8168,118.765,109.248,45.6472,96.9635,116.193,-1,-1,-1,-1
84.4403,91.9248,22.1239,32.6196,30.5341,12.494,-1,-1,-1,-1,-1,-1
89.7602,91.9553,56.7129,86.8171,80.5167,33.2637,-1,-1,-1,-1,-1,-1
89.4707,91.5342,75.8286,116.477,107.967,44.7105,97.5291,114.034,-1,-1,-1,-1
90.2942,90.6795,60.4909,92.0979,85.3314,34.7975,-1,-1,-1,-1,-1,-1
90.2593,91.0137,73.5944,112.294,104.05,42.5844,96.8452,108.843,-1,-1,-1,-1
101.574,93.2045,10.958,18.7428,16.9921,7.28323,-1,-1,-1,-1,-1,-1
95.028,93.996,71.578,116.161,106.669,45.4951,94.4172,113.588,-1,-1,-1,-1
86.2276,91.1759,79.612,118.205,110.312,44.9063,100.093,116.129,-1,-1,-1,-1
93.3979,90.5794,62.7599,97.7258,90.0285,36.8857,-1,-1,-1,-1,-1,-1
88.4325,90.2223,78.7952,118.003,109.7,44.3605,99.992,115.473,-1,-1,-1,-1
93.7402,90.5736,76.2551,119.346,109.841,45.1219,98.3818,116.53,-1,-1,-1,-1
90.394,91.1084,69.6597,106.469,98.6285,40.4176,96.069,100.791,-1,-1,-1,-1
93.5665,91.987,56.8168,89.5947,82.5057,34.3441,-1,-1,-1,-1,-1,-1
92.2711,98.3927,38.7046,63.7712,58.8657,26.155,-1,-1,-1,-1,-1,-1
89.6986,91.8628,78.4288,119.924,111.233,45.9023,99.2339,117.832,-1,-1,-1,-1
90.4434,92.2074,72.9264,112.419,104.131,43.1912,95.9025,109.354,-1,-1,-1,-1
93.4376,89.8009,71.0589,110.017,101.348,41.1699,96.6525,104.935,-1,-1,-1,-1
90.1704,90.8734,77.8714,118.621,109.93,44.9144,99.2296,116.139,-1,-1,-1,-1
92.8685,90.1355,47.4678,73.3781,67.6648,27.5637,-1,-1,-1,-1,-1,-1
93.2213,90.8889,68.9887,107.538,99.0991,40.727,95.5087,101.99,-1,-1,-1,-1
91.7107,96.6303,74.2871,119.925,110.817,48.3024,95.2088,118.447,-1,-1,-1,-1
93.062,91.0203,45.7153,71.2451,65.6734,27.0208,-1,-1,-1,-1,-1,-1
88.0764,91.5485,76.5917,118.027,109.506,45.7678,97.6631,115.998,-1,-1,-1,-1
91.4222,99.3166,34.2449,56.4213,52.1676,23.3482,-1,-1,-1,-1,-1,-1
92.3002,94.2654,70.6606,113.721,104.829,45.0214,93.491,111.283,-1,-1,-1,-1
93.676,92.466,50.5671,80.1096,73.756,30.8652,-1,-1,-1,-1,-1,-1
91.8423,90.4743,68.8503,106.808,98.571,40.5225,95.606,101.034,-1,-1,-1,-1
70.743,91.6992,55.144,74.916,71.5869,28.6259,-1,-1,-1,-1,-1,-1
95.0882,92.1771,74.321,119.01,109.258,45.7586,96.6725,116.368,-1,-1,-1,-1
88.8838,89.6866,66.0663,99.8145,92.6064,37.5787,-1,-1,-1,-1,-1,-1
89.6813,93.4212,55.9288,86.5119,80.2452,33.6755,-1,-1,-1,-1,-1,-1
91.2338,92.4574,77.1342,119.852,110.854,46.1717,98.2626,117.721,-1,-1,-1,-1
91.0085,124.777,36.6864,83.8163,77.5562,43.5772,67.9474,82.5538,-1,-1,-1,-1
94.826,92.4289,74.7192,119.493,109.771,46.0321,96.8458,116.972,-1,-1,-1,-1
94.2584,90.5085,64.253,100.664,92.587,37.967,-1,-1,-1,-1,-1,-1
89.5143,88.8965,50.2871,75.1815,69.7568,27.8475,-1,-1,-1,-1,-1,-1
87.8749,92.5364,64.6778,98.4643,91.5834,38.0806,-1,-1,-1,-1,-1,-1
89.7121,95.5112,75.4714,118.682,110.079,47.2312,96.2194,117.111,-1,-1,-1,-1
91.8979,91.1869,75.6234,117.043,108.114,44.4927,97.784,114.264,-1,-1,-1,-1
90.9263,91.0016,45.3657,69.5558,64.3708,26.3737,-1,-1,-1,-1,-1,-1
92.7994,90.1803,25.3411,39.1587,36.1153,14.7148,-1,-1,-1,-1,-1,-1
90.1808,87.9785,65.3551,97.5357,90.3921,35.756,-1,-1,-1,-1,-1,-1
79.4587,89.1768,81.806,114.97,108.487,42.7196,101.993,112.633,-1,-1,-1,-1
91.5409,90.5505,75.0899,115.27,106.557,43.4914,97.7829,112.09,-1,-1,-1,-1
91.4055,92.172,52.0483,80.8027,74.713,31.0324,-1,-1,-1,-1,-1,-1
92.8807,86.1582,75.1433,112.792,104.044,40.5072,101.124,106.5,-1,-1,-1,-1
91.107,89.7666,72.9668,111.868,103.395,42.0851,96.9625,107.875,-1,-1,-1,-1
90.1377,90.1563,77.6126,118.942,110.076,45.0696,99.065,116.434,-1,-1,-1,-1
92.3604,90.7779,45.4347,70.2969,64.8845,26.5898,-1,-1,-1,-1,-1,-1
92.5457,93.014,55.5724,87.6492,80.8681,33.9755,-1,-1,-1,-1,-1,-1
69.3681,90.7411,70.6077,94.7765,90.7336,35.8368,-1,-1,-1,-1,-1,-1
92.5076,87.4144,76.1121,114.98,106.12,41.8884,100.021,110.496,-1,-1,-1,-1
89.245,91.9801,78.4896,119.723,111.139,45.8875,99.2172,117.679,-1,-1,-1,-1
91.4994,83.7424,80.6632,117.994,109.14,41.1929,104.54,112.697,-1,-1,-1,-1
99.48,95.369,30.0502,51.4619,46.8399,20.4525,-1,-1,-1,-1,-1,-1
91.7228,93.2867,46.9751,73.7453,68.1473,28.6644,-1,-1,-1,-1,-1,-1
91.0104,90.3098,53.9964,82.4179,76.2627,31.0134,-1,-1,-1,-1,-1,-1
72.633,92.3046,58.132,80.3848,76.5766,31.0705,-1,-1,-1,-1,-1,-1
107.021,92.2158,51.4297,93.6036,83.791,36.2989,-1,-1,-1,-1,-1,-1
90.9592,88.3217,49.5138,74.4723,68.9207,27.408,-1,-1,-1,-1,-1,-1
91.8324,62.9486,90.841,117.999,109.817,31.176,-1,-1,-1,-1,-1,-1
91.315,92.9948,65.4376,102.166,94.4822,39.5871,-1,-1,-1,-1,-1,-1
98.0019,91.4602,71.9633,117.191,107.016,44.6773,95.6601,113.849,-1,-1,-1,-1
92.7637,89.196,45.0447,69.0724,63.7114,25.6736,-1,-1,-1,-1,-1,-1
92.2673,92.3211,76.1183,119.101,109.948,45.8147,97.6928,116.77,-1,-1,-1,-1
91.6871,100.651,70.7514,118.29,109.318,49.6088,91.8551,117.224,-1,-1,-1,-1
97.5094,89.8789,69.7182,111.559,101.985,41.8069,95.6564,106.564,-1,-1,-1,-1
100.335,91.5271,59.3323,98.6947,89.7165,37.6639,-1,-1,-1,-1,-1,-1
64.1817,85.3325,42.1657,56.0599,53.7702,21.0847,-1,-1,-1,-1,-1,-1
101.905,91.7118,51.3423,86.8083,78.6654,33.2022,-1,-1,-1,-1,-1,-1
88.0531,90.0811,78.6981,117.454,109.261,44.0914,99.9755,114.86,-1,-1,-1,-1
86.3468,92.4868,67.0869,104.113,96.756,41.1752,92.2789,100.086,-1,-1,-1,-1
93.3751,90.4666,76.5214,119.029,109.659,44.8706,98.633,116.168,-1,-1,-1,-1
83.9545,92.4566,75.1372,110.819,103.817,42.6914,96.9478,108.223,-1,-1,-1,-1
91.1628,90.1901,76.4319,116.693,107.949,43.8565,98.6681,113.682,-1,-1,-1,-1
73.9989,90.7968,68.3824,94.6879,90.0049,36.0858,-1,-1,-1,-1,-1,-1
93.3212,90.4457,75.4089,117.236,108.018,44.1874,97.9973,114.137,-1,-1,-1,-1
93.7572,94.3227,70.3394,113.284,104.277,44.5342,93.5794,110.561,-1,-1,-1,-1
92.0926,89.8562,35.8565,54.9821,50.7755,20.5862,-1,-1,-1,-1,-1,-1
91.1402,103.043,35.3955,60.2294,55.7179,25.8601,-1,-1,-1,-1,-1,-1
91.3017,89.9193,48.4057,73.8299,68.28,27.6618,-1,-1,-1,-1,-1,-1
92.6834,91.8514,76.659,119.896,110.595,45.8861,98.2023,117.507,-1,-1,-1,-1
91.4161,83.1874,60.0435,87.4636,80.9179,30.3339,-1,-1,-1,-1,-1,-1
94.7006,122.781,48.4884,114.656,105.352,58.6566,73.3255,114.632,-1,-1,-1,-1
84.3954,89.4963,49.2723,71.4892,66.9235,26.6584,-1,-1,-1,-1,-1,-1
92.0233,96.6036,61.613,99.6495,92.0333,40.1105,90.7411,93.2128,-1,-1,-1,-1
94.6593,92.8109,70.4788,115.585,105.928,45.3565,93.73,112.88,-1,-1,-1,-1
85.4283,91.3899,68.5886,104.597,97.3902,40.8159,93.8045,100.193,-1,-1,-1,-1
90.9696,91.0386,77.672,119.16,110.269,45.2009,99.0682,116.694,-1,-1,-1,-1
94.4035,91.5072,54.8606,86.7481,79.7603,33.0793,-1,-1,-1,-1,-1,-1
90.3791,89.6301,79.231,119.793,110.975,44.738,100.529,117.14,-1,-1,-1,-1
88.2226,91.6017,78.0467,118.779,110.358,45.6109,98.8583,116.722,-1,-1,-1,-1
92.0559,94.6261,65.2783,103.87,95.9253,40.9533,91.785,99.1185,-1,-1,-1,-1
92.3455,95.0906,41.0296,65.694,60.6364,26.0287,-1,-1,-1,-1,-1,-1
90.8238,91.5582,73.643,113.295,104.869,43.2211,96.5687,110.152,-1,-1,-1,-1
92.2712,91.0358,44.9668,69.663,64.3097,26.4246,-1,-1,-1,-1,-1,-1
90.0801,95.5151,75.9481,119.896,111.12,47.7455,96.541,118.388,-1,-1,-1,-1
92.5914,89.6629,75.4737,115.992,107.02,43.3373,98.3997,112.552,-1,-1,-1,-1
92.6416,91.8104,45.1249,70.5328,65.0667,26.9836,-1,-1,-1,-1,-1,-1
87.9029,94.1808,23.4074,35.9299,33.4334,14.0996,-1,-1,-1,-1,-1,-1
105.136,92.3688,67.7347,119.428,107.474,46.0982,92.8491,115.888,-1,-1,-1,-1
76.2036,90.5481,23.9214,33.2602,31.5393,12.5485,-1,-1,-1,-1,-1,-1
93.1351,91.9559,35.245,55.3653,51.0272,21.2135,-1,-1,-1,-1,-1,-1
90.9507,98.6358,26.5594,43.3134,40.0829,17.8011,-1,-1,-1,-1,-1,-1
87.3019,89.6889,18.4465,27.3116,25.4408,10.2064,-1,-1,-1,-1,-1,-1
107.273,94.0486,59.8026,109.687,98.2701,43.0485,88.551,104.721,-1,-1,-1,-1
97.8208,90.6819,62.2594,100.543,91.8536,38.0063,-1,-1,-1,-1,-1,-1
89.6194,110.2,43.6043,78.8181,73.1104,36.2103,-1,-1,-1,-1,-1,-1
91.0002,95.5677,71.1665,113.266,104.794,45.1367,93.5253,111.095,-1,-1,-1,-1
91.938,90.4513,77.8556,119.78,110.645,45.1436,99.4176,117.153,-1,-1,-1,-1
87.9826,92.2807,64.838,98.2105,91.3733,37.7622,-1,-1,-1,-1,-1,-1
91.2356,98.2932,66.6822,108.694,100.534,44.5163,90.0598,106.489,-1,-1,-1,-1
92.6935,95.4094,66.0126,106.29,98.0424,42.2544,91.1529,102.688,-1,-1,-1,-1
91.0152,89.6368,74.6552,113.396,104.928,42.3527,98.0759,109.605,-1,-1,-1,-1
91.3119,92.0656,77.3948,119.967,110.945,46.0203,98.5576,117.764,-1,-1,-1,-1
81.8518,90.8725,59.12,85.1501,80.045,32.2408,-1,-1,-1,-1,-1,-1
93.189,89.4065,37.2295,57.3593,52.8658,21.3712,-1,-1,-1,-1,-1,-1
90.1364,90.2703,58.9581,89.5845,83.0045,33.7494,-1,-1,-1,-1,-1,-1
90.7181,89.3411,79.0073,119.496,110.633,44.4837,100.511,116.7,-1,-1,-1,-1
91.6179,91.9799,55.2168,85.7555,79.2589,32.8715,-1,-1,-1,-1,-1,-1
94.1665,91.3003,67.9184,112.778,103.105,44.3263,92.3009,109.601,-1,-1,-1,-1
89.551,90.3631,72.2693,109.194,101.308,41.1129,96.9474,104.629,-1,-1,-1,-1
89.6126,91.2487,78.7504,119.844,111.172,45.5779,99.629,117.634,-1,-1,-1,-1
89.537,91.0557,36.2974,55.222,51.2224,20.9836,-1,-1,-1,-1,-1,-1
90.1322,86.4514,79.1876,116.914,108.368,42.1188,102.036,112.819,-1,-1,-1,-1
90.2128,91.2415,35.4331,54.1369,50.1669,20.5814,-1,-1,-1,-1,-1,-1
96.0975,91.4076,18.1712,29.1056,26.6757,11.0875,-1,-1,-1,-1,-1,-1
91.4134,93.3883,66.8074,104.709,96.8173,40.7471,93.2402,99.6633,-1,-1,-1,-1
91.4611,124.62,40.1459,93.1094,86.0518,48.451,68.6515,92.7459,-1,-1,-1,-1
86.0831,91.2824,64.1157,101.143,93.7467,40.2586,91.7702,95.4653,-1,-1,-1,-1
90.8589,92.0308,70.3193,108.596,100.513,41.6426,94.956,104.504,-1,-1,-1,-1
91.1222,92.612,37.3366,58.0327,53.6874,22.3942,-1,-1,-1,-1,-1,-1
84.946,90.7711,27.984,43.5017,40.4124,17.2053,-1,-1,-1,-1,-1,-1
86.3182,93.1204,44.6733,71.1577,65.9814,28.7434,-1,-1,-1,-1,-1,-1
91.6304,91.7567,51.1266,79.2556,73.2519,30.301,-1,-1,-1,-1,-1,-1
89.422,91.3255,48.9421,74.3922,69.0357,28.3079,-1,-1,-1,-1,-1,-1
90.9163,92.5918,75.531,117.196,108.461,45.214,97.2005,114.853,-1,-1,-1,-1
90.5144,88.3312,47.3424,70.9905,65.751,26.1289,-1,-1,-1,-1,-1,-1
92.5391,89.4217,63.9943,98.1336,90.5531,36.5667,-1,-1,-1,-1,-1,-1
91.5933,92.9503,54.1782,84.7417,78.3278,32.8198,-1,-1,-1,-1,-1,-1
90.2389,90.184,76.1188,115.897,107.338,43.685,98.3765,112.909,-1,-1,-1,-1
87.7594,89.5283,47.6801,72.3116,67.1174,27.4539,-1,-1,-1,-1,-1,-1
90.6097,90.7859,47.0504,71.8601,66.5414,27.1838,-1,-1,-1,-1,-1,-1
90.2397,94.4343,36.804,57.7761,53.5207,22.7744,-1,-1,-1,-1,-1,-1
89.8365,93.2784,56.7221,87.7472,81.3681,34.1039,-1,-1,-1,-1,-1,-1
91.6336,90.8587,50.6324,77.9585,72.053,29.5135,-1,-1,-1,-1,-1,-1
92.3504,91.4651,76.0049,118.209,109.108,45.0505,97.9268,115.588,-1,-1,-1,-1
89.8558,100.01,51.7251,84.5624,78.4121,35.2379,-1,-1,-1,-1,-1,-1
86.6284,97.015,67.3298,104.579,97.5289,42.2739,91.0614,101.771,-1,-1,-1,-1
92.4332,84.3907,80.2069,118.557,109.472,41.7112,103.749,113.687,-1,-1,-1,-1
80.6043,90.2117,80.187,115.272,108.447,43.7345,100.329,113.269,-1,-1,-1,-1
93.0292,84.4487,58.6665,87.0942,80.3365,30.6655,-1,-1,-1,-1,-1,-1
90.8406,90.9027,73.9736,113.264,104.837,42.8998,97.0617,109.908,-1,-1,-1,-1
91.0986,91.5198,59.3627,91.5088,84.6579,34.9011,-1,-1,-1,-1,-1,-1
67.1465,86.2549,19.4779,26.2903,25.1286,9.92898,-1,-1,-1,-1,-1,-1
89.9569,90.3531,76.6163,118.109,109.265,45.0426,98.2476,115.617,-1,-1,-1,-1
88.9282,92.4552,73.8338,112.756,104.73,43.4406,96.2574,109.987,-1,-1,-1,-1
90.5204,93.8745,42.6761,66.6731,61.7491,26.0788,-1,-1,-1,-1,-1,-1
90.1941,91.18,69.8756,106.698,98.8769,40.5364,95.9498,101.294,-1,-1,-1,-1
88.6259,89.3027,74.9783,111.822,103.906,41.6377,98.5254,107.789,-1,-1,-1,-1
86.718,89.4656,50.7178,76.6527,71.2416,29.1856,-1,-1,-1,-1,-1,-1
89.0865,91.0458,79.0758,119.665,111.115,45.3959,99.8942,117.443,-1,-1,-1,-1
96.0391,91.2598,13.457,21.5197,19.7253,8.18494,-1,-1,-1,-1,-1,-1
90.8716,91.561,31.4463,48.3959,44.7928,18.4632,-1,-1,-1,-1,-1,-1
92.6993,89.5368,32.6266,50.1494,46.26,18.715,-1,-1,-1,-1,-1,-1
89.1113,93.0213,77.1845,118.522,110.049,45.9378,98.0429,116.571,-1,-1,-1,-1
91.2587,117.896,9.51612,19.4007,17.9438,9.53029,-1,-1,-1,-1,-1,-1
106.081,91.0623,68.1397,119.271,107.195,45.348,93.6856,115.289,-1,-1,-1,-1
90.3883,89.3522,78.1398,117.917,109.236,43.901,99.9912,114.943,-1,-1,-1,-1
88.3398,90.9567,74.7418,112.436,104.543,42.6118,97.4554,109.221,-1,-1,-1,-1
90.2734,94.1509,75.6324,118.235,109.548,46.3959,96.7299,116.359,-1,-1,-1,-1
91.7833,90.3321,24.3666,37.4915,34.6329,14.1339,-1,-1,-1,-1,-1,-1
86.3486,89.9012,56.3239,82.9821,77.4253,31.0841,-1,-1,-1,-1,-1,-1
90.4439,93.2617,39.3219,61.1052,56.6003,23.7449,-1,-1,-1,-1,-1,-1
88.7743,92.8558,78.377,119.905,111.401,46.3913,98.8619,118.078,-1,-1,-1,-1
78.7019,91.836,50.6929,75.1928,70.6902,29.9064,-1,-1,-1,-1,-1,-1
91.5903,83.5021,75.9536,110.992,102.65,38.6389,-1,-1,-1,-1,-1,-1
104.368,91.7433,48.932,84.7668,76.438,32.4482,-1,-1,-1,-1,-1,-1
84.0061,91.6922,7.32593,10.7518,10.0722,4.10772,-1,-1,-1,-1,-1,-1
92.4189,90.6,71.3544,110.3,101.797,41.6393,96.156,105.884,-1,-1,-1,-1
91.143,94.107,65.9009,103.654,95.8892,40.6443,92.6028,98.5407,-1,-1,-1,-1
89.5802,92.9524,20.2559,31.1969,28.9425,12.0826,-1,-1,-1,-1,-1,-1
76.8145,94.874,79.9869,116.293,109.989,46.648,98.5322,115.475,-1,-1,-1,-1
90.0412,86.138,50.5578,74.4421,69.0137,26.7214,-1,-1,-1,-1,-1,-1
88.5832,91.7765,65.9538,100.173,93.077,38.3661,-1,-1,-1,-1,-1,-1
55.3651,90.8041,81.1549,102.44,99.666,38.8347,-1,-1,-1,-1,-1,-1
90.1738,119.534,57.3716,118.063,109.409,58.8166,79.2739,118.057,-1,-1,-1,-1
91.5595,87.253,79.509,119.184,110.187,43.3368,101.718,115.671,-1,-1,-1,-1
91.4023,91.5952,71.1062,110.407,102.029,42.2746,95.2294,106.663,-1,-1,-1,-1
91.3535,87.5803,68.0117,102.039,94.3698,37.2405,-1,-1,-1,-1,-1,-1
89.8074,89.6791,78.6524,118.478,109.871,44.2709,100.147,115.732,-1,-1,-1,-1
87.7154,88.6853,64.1663,94.6314,88.0848,34.9684,-1,-1,-1,-1,-1,-1
90.5874,90.8642,60.2261,92.1221,85.2958,34.9076,-1,-1,-1,-1,-1,-1
90.0804,124.153,13.6314,30.257,28.044,15.6537,nan,30.257,-1,-1,-1,-1
89.8546,88.3897,76.3359,113.993,105.704,41.9832,99.611,109.996,-1,-1,-1,-1
109.03,89.698,14.6816,26.0993,23.3266,9.78623,-1,-1,-1,-1,-1,-1
75.653,91.0256,17.728,25.2681,23.9101,9.83338,-1,-1,-1,-1,-1,-1
89.0139,91.6205,78.6312,119.535,110.996,45.6655,99.3985,117.43,-1,-1,-1,-1
89.9913,79.068,74.3642,104.661,97.1255,34.5165,-1,-1,-1,-1,-1,-1
85.9235,90.6977,80.1697,118.407,110.559,44.7469,100.6,116.282,-1,-1,-1,-1
83.1778,91.4804,68.9067,100.469,94.2421,38.2955,-1,-1,-1,-1,-1,-1
91.9105,90.0286,56.1332,86.0695,79.5105,32.2873,-1,-1,-1,-1,-1,-1
112.335,91.6539,13.8294,26.2091,23.242,10.0552,-1,-1,-1,-1,-1,-1
